Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
389,DI  RUMAH BARU SIAP HUNI,Rp 515 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos16010568/,https://picture.rumah123.com/r123/720x420-crop/house/ho16/16010568/original/hos16010568-rumah-di-jual-di-balikpapan-utara-balikpapan-1704937445.jpg,2.0,1.0,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1.0,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
390,MURAH RUMAH 2 LANTAI BEKAS GUDANG OBAT-OBATAN DAN KANTOR  SEKALIGUS TEMPAT TINGGAL DENGAN LUAS TANAH 230 M ² SIAP PAKAI,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15948115/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15948115/original/hos15948115-rumah-di-jual-di-balikpapan-utara-balikpapan-1704349256.jpg,3.0,2.0,230 m²,350 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,1.0,Ya,Ya,Furnished,2.0,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
391,"RUMAH 2 LANTAI  STRATEGIS PUSAT KOTA, DEKAT DENGAN MALL EWALK BSB","Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15947810/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15947810/original/hos15947810-rumah-di-jual-di-balikpapan-selatan-balikpapan-1704347429.jpg,5.0,4.0,250 m²,213 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
392,RUMAH 2 LANTAI SIAP HUNI DENGAN HARGA TERJANGKAU,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15947534/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15947534/original/hos15947534-rumah-di-jual-di-balikpapan-selatan-balikpapan-1704345513.jpg,3.0,2.0,189 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
393,"BALIKPAPAN, RUMAH STRATEGIS DEKAT JALAN RAYA","Rp 2,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15944807/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15944807/original/hos15944807-rumah-di-jual-di-balikpapan-selatan-balikpapan-1704336208.jpg,3.0,1.0,776 m²,50 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,Perkotaan,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi,Dijual
394,Rumah Bagus 2 Lantai SHM dekat dengan Pusat Perkotaan ,"Rp 1,9 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15894170/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-28-08-10-04-4779dd03-803d-4afb-b5f3-a44e42bc5411.jpg,4.0,2.0,120 m²,120 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Ya,Ya,Unfurnished,2.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
395,RUMAH EMPAT KAMAR TIDUR DALAM PERUMAHAN LUAS TENGAH KOTA BALIKPAPAN,Rp 750 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15889214/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15889214/original/hos15889214-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703722331.jpg,4.0,1.0,84 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
396,RUMAH DI DAUN VILLAGE,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15842287/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15842287/original/hos15842287-rumah-di-jual-di-balikpapan-selatan-balikpapan-1703138439.jpg,3.0,1.0,136 m²,85 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
397,Rumah Bagus di Karang Rejo Bergarasi Luas,"Rp 2,1 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15785090/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1928965/2023-12-14-08-02-26-05d05bda-c8fc-444a-8305-e2ab6ba93807.jpg,3.0,2.0,296 m²,371 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,1.0,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
398,Rumah cantik minimalis 3 lantai di bdi,"Rp 2,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15712442/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1730302/2023-12-07-12-25-19-034db1bc-228f-4cdf-b11f-39687a197c17.jpg,,,91 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
399,"BALIKPAPAN, RUMAH COZY DI REGENCY","Rp 1,55 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15708075/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15708075/original/hos15708075-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701939119.jpg,4.0,3.0,168 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
400,RUMAH CANTIK DI TENGAH KOTA BALIKPAPAN,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15705777/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15705777/original/hos15705777-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701933446.jpg,2.0,1.0,120 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
401,RUMAH CANTIK DI TENGAH KOTA BALIKPAPAN,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15705690/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15705690/original/hos15705690-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701933033.jpg,2.0,1.0,120 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
402,"Dijual Rumah di Komplek Borneo Paradiso Cluster Oakwood , Balikpapan",Rp 825 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15705175/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-12-07-06-40-48-b3c21407-9e66-4915-aa0b-9ad3be79fafc.jpg,2.0,1.0,90 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Ya,Ya,Unfurnished,1.0,,Ya,,,Tidak,Bagus,Dijual
403,Rumah murah tengah kota,Rp 700 Juta,"Muara Rapak, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15639028/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2023-11-30-14-57-29-320f91cc-4e97-4512-879a-3ffdf4a11e91.jpg,2.0,2.0,150 m²,130 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Ya,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Butuh Renovasi,Dijual
404,"Dijual Rumah Mewah di Balikpapan Baru, Balikpapan","Rp 5,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15633514/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-11-30-08-15-35-cd725851-3609-464f-8906-30f65599ed23.jpg,4.0,4.0,475 m²,400 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Ya,Ya,Furnished,1.0,,Ya,,,Tidak,Bagus,Dijual
405,RUMAH STRATEGIS SATU LANTAI DI PERUMAHAN BUKIT DAMAI INDAH,"Rp 1,7 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15633493/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15633493/original/hos15633493-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701332115.jpg,3.0,2.0,155 m²,82 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
406,"Dijual Rumah Mewah di Balikpapan Baru Cluster Mediterania, Balikpapan","Rp 6,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15633385/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-11-30-08-08-35-c138f42b-16fc-426e-bd1d-1d0defd445f7.jpg,4.0,3.0,375 m²,500 m²,,Rumah,SHM - Sertifikat Hak Milik,,,1.0,Ya,Ya,Furnished,2.0,,Ya,,PAM atau PDAM,Tidak,Bagus,Dijual
407,"Dijual Rumah di Balikpapan Baru Cluster Vancouver, Balikpapan","Rp 3,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15632984/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-11-30-07-48-47-2fa87f7d-b592-4a0d-b333-10bf63ae4626.jpg,3.0,3.0,200 m²,155 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Tidak,Tidak,Semi Furnished,2.0,,Ya,,,Tidak,Bagus,Dijual
408,"Dijual Rumah di Perumahan Citra Bukit Indah Cbi Cluster Greenville, Balikpapan",Rp 3 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15608641/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1082865/2023-11-28-07-09-21-03473405-610c-41a0-89ea-59b49dbbc33d.jpg,3.0,3.0,160 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,,1.0,,Tidak,Tidak,Semi Furnished,1.0,,Tidak,,,Tidak,Bagus,Dijual
409,RUMAH CLUSTER LB 150,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15628307/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15628307/original/hos15628307-rumah-di-jual-di-balikpapan-utara-balikpapan-1701312790.jpg,4.0,3.0,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
410,"Dijual Rumah di Komplek Perumahan Pupuk, Balikpapan","Rp 3,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15557705/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-11-23-01-47-08-30cb2f91-3e4d-41aa-bffe-a0d959e23411.png,5.0,4.0,300 m²,150 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,,,,Ya,Ya,Unfurnished,2.0,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
411,BALIKPAPAN  PERUMAHAN BUKIT DAMAI INDAH,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15557193/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15557193/original/hos15557193-rumah-di-jual-di-balikpapan-selatan-balikpapan-1700698506.jpg,3.0,2.0,240 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
412,RUMAH CANTIK MINIMALIS SIAP HUNI DEKAT AKSES IKN,Rp 500 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15494238/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15494238/original/hos15494238-rumah-di-jual-di-balikpapan-utara-balikpapan-1700118956.jpg,2.0,2.0,96 m²,96 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
413,RUMAH TEPI JALAN BATU AMPAR,"Rp 1,9 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15487505/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15487505/original/hos15487505-rumah-di-jual-di-balikpapan-utara-balikpapan-1700093645.jpg,4.0,4.0,276 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
414,INPRES,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15406862/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15406862/original/hos15406862-rumah-di-jual-di-balikpapan-utara-balikpapan-1699508625.jpg,5.0,3.0,195 m²,175 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
415,RUMAH 2 LANTAI KEBAWA SIAP HUNI,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15406780/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15406780/original/hos15406780-rumah-di-jual-di-balikpapan-utara-balikpapan-1699508227.jpg,3.0,3.0,194 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
416,RUMAH 2 LANTAI SIAP HUNI POSISI HOOK DI BALIKPAPAN REGENCY.,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15406757/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15406757/original/hos15406757-rumah-di-jual-di-balikpapan-selatan-balikpapan-1699508118.jpg,3.0,2.0,180 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
417,RUMAH DUA LANTAI     POSISI HOOK DI GRAND CITY,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15406687/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15406687/original/hos15406687-rumah-di-jual-di-balikpapan-selatan-balikpapan-1699507791.jpg,3.0,2.0,256 m²,68 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
418,Hunian Dekat Terminal Bus Batu Ampar dan ditengah kota,"Rp 1,5 Miliar","Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15335148/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15335148/original/hos15335148-rumah-di-jual-di-batu-ampar-balikpapan-1698913097.jpg,6.0,4.0,200 m²,240 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,Semi Furnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
419,RUMAH DI BORNEO PARADISO,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15326676/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15326676/original/hos15326676-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698885298.jpg,2.0,2.0,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
420,RUMAH  DI TENGAH KOTA,"Rp 1,7 Miliar","Klandasan Ilir, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15326581/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15326581/original/hos15326581-rumah-di-jual-di-klandasan-ilir-balikpapan-1698884059.jpg,3.0,2.0,145 m²,84 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
421,RUMAH MINIMALIS  1 LANTAI SIAP HUNI   ANYAMAN DAN ASRI DI PERUM PGRI,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15253471/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15253471/original/hos15253471-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698294538.jpg,3.0,1.0,142 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
422,The Peak Balikpapan,Rp 451 Juta,"Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15253115/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1874302/2023-10-26-04-03-53-f55c8c0d-e986-4a63-9993-a3b544397903.jpg,,,120 m²,62 m²,,Rumah,SHM - Sertifikat Hak Milik,,,,Tidak,Tidak,,1.0,,Tidak,,,Tidak,Baru,Dijual
423,RUMAH SIAP HUNI DENGAN AIR SUMUR BOR DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,"Rp 1,3 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15250688/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15250688/original/hos15250688-rumah-di-jual-di-balikpapan-utara-balikpapan-1698278883.jpg,2.0,2.0,150 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1.0,,,,,,,,,,,,Dijual
424,Di Jual Rumah Dua Lantai Di Gunung Bahagia Balikpapan Timur,"Rp 1,5 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15250685/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1874302/2023-10-26-00-06-21-0d1adc4e-0d38-4fac-9cfc-c9014ebcd88b.jpg,,,150 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
425,RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rp 800 Juta,"Gunung Bahagia, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15173568/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15173568/original/hos15173568-rumah-di-jual-di-gunung-bahagia-balikpapan-1697698264.jpg,2.0,1.0,120 m²,63 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
426,Dijual Rumah Baru Sepinggan,Rp 885 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15170477/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1818941/2023-10-19-03-40-45-1f0b5718-9f01-4338-ad46-308ff9f45567.jpg,2.0,1.0,227 m²,55 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1.0,Ya,Ya,Unfurnished,1.0,Pantai,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
427,"Dijual Rumah 2 Lantai SHM di Balikpapan Baru Bb, Balikpapan","Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15169193/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-10-19-02-04-35-708ec2ff-dc20-46fc-8f4c-2025ebc0d9f1.png,4.0,3.0,198 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,Ya,Ya,Unfurnished,2.0,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Bagus,Dijual
428,RUMAH NYAMAN TANAH LUAS,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15094195/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15094195/original/hos15094195-rumah-di-jual-di-balikpapan-utara-balikpapan-1697099142.jpg,3.0,2.0,395 m²,121 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
429,DI  RUMAH BARU READY STOCK DAN SIAP HUNITANPA DP (DP 0%) & BEBAS SEMUA BIAYA2 NYA,Rp 430 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15092149/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15092149/original/hos15092149-rumah-di-jual-di-balikpapan-utara-balikpapan-1697092404.jpg,2.0,1.0,105 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
430,turun harga!!! Balikpapan Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,Rp 925 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15007374/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15007374/original/hos15007374-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696468609.jpg,2.0,1.0,90 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
431,Dijual Rumah Lux 1 Lantai Full Furnished Dengan Kolam Renang,"Rp 5,5 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14937819/,https://picture.rumah123.com/r123-images/720x420-crop/customer/553144/2023-09-28-04-40-33-f31ae769-6117-4278-99d2-f6848796078f.jpg,4.0,2.0,475 m²,400 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1.0,Ya,Ya,Furnished,1.0,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
432,RUMAH MINIMALIS  1 LANTAI SIAP HUNI   ANYAMAN DAN ASRI DI PERUM PGRI,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14852615/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14852615/original/hos14852615-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695274619.jpg,3.0,1.0,142 m²,140 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
433,Rumah Full Furnish dan ada workshopnya ditengah kota ,Rp 12 Miliar,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14848641/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848641/original/hos14848641-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695255593.jpg,6.0,4.0,420 m²,560 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,16500 Watt,,,Tidak,Tidak,Furnished,2.0,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
434,RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14848429/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848429/original/hos14848429-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695254971.jpg,3.0,2.0,210 m²,100 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1.0,1.0,Tidak,Tidak,Semi Furnished,2.0,Perkotaan,Tidak,2 Mobil,,Tidak,Bagus,Dijual
435,RUMAH FULLY FURNISHED DI BUKIT DAMAI INDAH (BDI) BALIKPAPAN,"Rp 1,85 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14848428/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14848428/original/hos14848428-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695254970.jpg,3.0,2.0,210 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1.0,,,,,,,,,,,,Dijual
436,Di  Rumah kawasan elit Citra Bukit Indah Ciputra BDI,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772379/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772379/original/hos14772379-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654581.jpg,2.0,2.0,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
437,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,"Rp 1,15 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772378/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772378/original/hos14772378-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654580.jpg,2.0,1.0,90 m²,55 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Tidak,Tidak,Unfurnished,1.0,Perkotaan,Tidak,2 Mobil,,Tidak,,Dijual
438,Di  dan di  kan rumah cantik nyaman siap huni  semi furnish ciputra bdi (citra bukit indah)  jarang ada!!!,"Rp 1,45 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772375/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772375/original/hos14772375-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654578.jpg,3.0,2.0,121 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
439,di  rumah luas siap huni di Bukit Damai Indah BDI Ciputra MT. Haryono Balikpapan,"Rp 1,4 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772374/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772374/original/hos14772374-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654578.jpg,3.0,2.0,140 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
440,di  rumah nyaman di perumahan ciputra bdi citra bukit indah,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772368/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772368/original/hos14772368-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654572.jpg,3.0,2.0,120 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,3500 Watt,,,,,,,,,,,,,Dijual
441,Di  rumah Ciputra Citra Bukit Indah BDI Balikpapan dibawah harga pasaran,Rp 960 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772365/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772365/original/hos14772365-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654571.jpg,2.0,1.0,90 m²,60 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
442,"Di  Rumah nyaman harga dibawah pasaran, semi furnish di BDI Bukit Damai Indah Ciputra","Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14772367/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14772367/original/hos14772367-rumah-di-jual-di-balikpapan-selatan-balikpapan-1694654571.jpg,3.0,2.0,130 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
