Judul,Harga,Lokasi,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
 Rumah Bagus Dekat Masjid di Balikpapan Baru,"Rp 3,3 Miliar","Balikpapan Selatan, Balikpapan",7,3,435 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
DIBAWAH HARGA STANDAR RUMAH BESAR DIPERUMAHAN ELIT BALIKPAPAN,"Rp 2,95 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,115 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
"RUMAH SIAP HUNI DI TAMAN SARI BUKIT MUTIARA, WIKA BALIKPAPAN",Rp 900 Juta,"Balikpapan Utara, Balikpapan",4,3,160 m²,160 m²,,Rumah,HGB - Hak Guna Bangunan,4400 Watt,,,,,,,,,,,,,Dijual
Rumah Minimalis Dekat Kawasan Ikn Fasilitas Lengkap,Rp 250 Juta,"Balikpapan Utara, Balikpapan",3,1,270 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
Rumah Minimalis Jalan Luas Fasilitas Lengkap Dekat Kawasan Ikn,Rp 375 Juta,"Balikpapan Utara, Balikpapan",5,6,770 m²,350 m²,,Rumah,SHM - Sertifikat Hak Milik,19000 Watt,,1,Ya,Ya,Semi Furnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
"Dijual Rumah Besar Bagus di Batakan, Balikpapan","Rp 1,3 Miliar","Batakan, Balikpapan",3,3,180 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,3500 Watt,1,1,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
Rumah Baru Pojok Hadap Timur Siap Huni,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",6,4,300 m²,289 m²,,Rumah,SHM - Sertifikat Hak Milik,10600 Watt,,,,,,,,,,,,,Dijual
RUMAH SIAP HUNI TENGAH KOTA PERUMAHAN ELIT BUKIT DAMAI INDAH BALIKPAPAN KAL-TIM,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,2,120 m²,110 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
Rumah minimalist di perumahan Gumilang BJBJ,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",2,1,60 m²,38 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,1,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
RUMAH CANTIK 2 LANTAI SIAP HUNI GRAND CITY BALIKPAPAN KAL-TIM,"Rp 1,1 Miliar","Balikpapan Utara, Balikpapan",2,1,70 m²,50 m²,1,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Ya,Semi Furnished,1,Pemukiman Warga,Ya,3 Mobil,Sumur Bor,Tidak,Baru,Dijual
"RUMAH BARU SIAP HUNI SUMBER REJO, BALIKPAPAN KAL-TIM",Rp 799 Juta,"Sumber Rejo, Balikpapan",4,2,135 m²,108 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
"RUMAH MEWAH 2 LANTAI SIAP HUNI, PERUSDA SEPINGGAN BARU BALIKPAPAN KAL-TIM",Rp 4 Miliar,"Balikpapan Selatan, Balikpapan",,,220 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Ya,,Dijual
FULLY FURNISHED RUMAH  CONTOH *NEW LYCHEE* 2 LANTAI DAUN VILLAGE BALIKPAPAN KAL-TIM,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,144 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1,1,Tidak,Tidak,,,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH SIAP HUNI HOOK  FULLY FURNISHED PERUMAHAN TAMAN SARI  BUKIT MUTIARA (WIKA) BALIKPAPAN KAL-TIM,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",2,1,91 m²,54 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
TANAH DAN BANGUNAN STRATEGIS PINGGIR JALAN RAYA  MARTADINATA BALIKPAPAN KAL-TIM,"Rp 2,9 Miliar","Balikpapan Tengah, Balikpapan",2,2,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
RUMAH MEWAH HARGA MINIMALIS BALIKPAPAN,"Rp 2,4 Miliar","Balikpapan Tengah, Balikpapan",3,3,125 m²,135 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,,Sumur Bor,Tidak,Baru,Dijual
RUMAH  GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,"Rp 2,23 Miliar","Balikpapan Utara, Balikpapan",5,5,250 m²,304 m²,2,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
RUMAH SIAP HUNI SATU LANTAI DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,2,240 m²,116 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,1,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rp 800 Juta,"Gunung Bahagia, Balikpapan",2,2,170 m²,120 m²,1,Rumah,HGB - Hak Guna Bangunan,4400 Watt,1,1,Tidak,Tidak,,1,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Ya,Bagus,Dijual
RUMAH BARU DI BANGUN TANPA INDEN DI KARTINI RESIDENCE,Rp 800 Juta,"Gunung Bahagia, Balikpapan",5,2,312 m²,200 m²,2,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Ya,2 Mobil,,Tidak,Bagus,Dijual
RUMAH SIAP HUNI SATU LANTAI SEMI FURNISH DENGAN DESAIN MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,2 Miliar","Balikpapan Utara, Balikpapan",4,4,288 m²,288 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH SIAP HUNI SATU LANTAI DENGAN DESING MINIMALIS LOKASI AMAN DAN NYAMAN,"Rp 1,5 Miliar","Balikpapan Utara, Balikpapan",3,2,120 m²,117 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,1,Tidak,Tidak,,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
RUMAH COZY DI ALZEN RESIDENCE MT. HARYONO,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Jual Cepat Hotel Menara Bahtera Di Kalimantan Timur,Rp 300 Miliar,"Balikpapan Timur, Balikpapan",2,1,120 m²,63 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
BALIKPAPAN RUMAH NYAMAN TANAH LUAS DENGAN 4 KT DI BALIKPAPAN BARU (LM353),"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",2,1,120 m²,63 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,,,,,,,,,,,,Dijual
355 Balikpapan Baru Rumah Nyaman Pojokan Dengan 4 Kamar Tidur,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",2,2,78 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
"RUMAH BARU 2 LANTAI DEKAT BALIKPAPAN BARU, TENGAH KOTA BALIKPAPAN","Rp 1,01 Miliar","Balikpapan Tengah, Balikpapan",4,4,220 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah cantik minimalis 2 lantai di grandcity,"Rp 3,3 Miliar","Balikpapan Selatan, Balikpapan",2,1,96 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
Rumah minimalis 1 lantai di borneo paradiso,"Rp 1,2 Miliar","Balikpapan Timur, Balikpapan",99,99,5363 m²,32835 m²,,Rumah,HGB - Hak Guna Bangunan,,,,Ya,Ya,Furnished,19,Perkotaan,Ya,2 Mobil,Sumur Galian,Tidak,Bagus,Dijual
RUMAH SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,"Rp 2,8 Miliar","Balikpapan Utara, Balikpapan",4,3,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
BALIKPAPAN PERUMAHAN REGENCY,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",4,3,200 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah siap Huni di dekat IKN,Rp 600 Juta,"Balikpapan Utara, Balikpapan",3,3,108 m²,60 m²,1,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Baru,Dijual
BALIKPAPAN PERUMAHAN REGENCY RESIDENT,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",,,220 m²,191 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH DI PINGGIR JALAN MANGGA DAN MARTADINATA STRATEGIS TEMPAT USAHA,"Rp 1,9 Miliar","Balikpapan Tengah, Balikpapan",,,162 m²,70 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
Rumah Mewah Balikpapan Baru Hook Nyaman dan Aura Positif 042JR,"Rp 7,5 Miliar","Balikpapan Baru, Balikpapan",3,2,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",3,2,72 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah Modern Strategis Dekat Balikpapan Baru Pusat Kota 004PPK,Rp 807 Juta,"Balikpapan Selatan, Balikpapan",2,1,150 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Tidak,Semi Furnished,1,Perkotaan,Ya,2 Mobil,,Ya,Baru,Dijual
Rumah Modern Strategis Dekat Balikpapan Baru Pusat Kota 004PPK,Rp 807 Juta,"Balikpapan Selatan, Balikpapan",3,2,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
Rumah tingkat 2 di Perum Kaliandra balikpapan,Rp 850 Juta,"Balikpapan Utara, Balikpapan",5,4,214 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH DUA KAMAR TIDUR DI TENGAH KOTA,Rp 750 Juta,"Balikpapan Tengah, Balikpapan",3,2,300 m²,300 m²,1,Rumah,SHM - Sertifikat Hak Milik,6600 Watt,1,1,Ya,Ya,Furnished,2,,Ya,3 Mobil,,Ya,Bagus,Dijual
RUMAH,Rp 4 Miliar,"Balikpapan Tengah, Balikpapan",2,1,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,1,,Tidak,,Sumur Galian,Tidak,Baru,Dijual
rumah minimalist bersih dekat SMAN 5 Balikpapan,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",,,90 m²,50 m²,1,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,1,,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
RUMAH EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,"Rp 1,13 Miliar","Balikpapan Utara, Balikpapan",3,2,90 m²,50 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH LUAS COCOK UNTUK TOKO DI DAERAH RAMAI STRATEGIS BALIKPAPAN,"Rp 3,69 Miliar","Balikpapan Selatan, Balikpapan",3,3,144 m²,140 m²,2,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Unfurnished,2,Pemukiman Warga,Tidak,3 Mobil,,Tidak,Bagus,Dijual
RUMAH BESAR MEWAH DI PERUMAHAN ELITE BALIKPAPAN,"Rp 3,5 Miliar","Balikpapan Baru, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH LUAS  EMPAT KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 3,75 Miliar","Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH HOOK LUAS  LIMA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 4,25 Miliar","Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH CANTIK BERSIH DALAM PERUMAHAN LUAS BALIKPAPAN,Rp 850 Juta,"Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH LUAS MURAH DI TENGAH KOTA BALIKPAPAN,"Rp 1,05 Miliar","Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH MURAH DUA KAMAR TIDUR DI TENGAH KOTA BALIKPAPAN,Rp 475 Juta,"Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
RUMAH MURAH DI TENGAH KOTA BALIKPAPAN,Rp 480 Juta,"Gunung Bahagia, Balikpapan",2,1,144 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
RUMAH MEWAH LUAS DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 3,58 Miliar","Balikpapan Baru, Balikpapan",6,3,143 m²,342 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,,,,,,,,,,,Dijual
PERUMAHAN PRIMARY NORDVILE GRAND CITY,"Rp 2,16 Miliar","Balikpapan Utara, Balikpapan",2,1,120 m²,88 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
PERUMAHAN NORDVILE GRAND CITY,"Rp 1,76 Miliar","Balikpapan Utara, Balikpapan",4,2,145 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
PERUMAHAN PRIMARY GRAND CITY NORDVILE,"Rp 3,26 Miliar","Balikpapan Utara, Balikpapan",4,4,400 m²,230 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
RUMAH 2 LANTAI SIAP HUNI DITENGAH KOTA,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",4,3,198 m²,275 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
CLUSTER NORDVILLE GRANDCITY,"Rp 1,6 Miliar","Balikpapan Utara, Balikpapan",3,2,90 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH DI TENGAH KOTA BALIKPAPAN KAL-TIM ,Rp 650 Juta,"Prapatan, Balikpapan",4,2,350 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
RUMAH CANTIK DI PUSAT KOTA SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Selatan, Balikpapan",4,2,350 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
Rumah recomend banget untuk keluarga kecil ditengah kota,Rp 950 Juta,"Balikpapan Selatan, Balikpapan",3,2,200 m²,160 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
Rumah design cantik dan bagus sudah ada furniturnya,"Rp 1,65 Miliar","Balikpapan Selatan, Balikpapan",3,2,143 m²,130 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
Rumah Cantik dan terawat harganha sangat murah,Rp 1 Miliar,"Balikpapan Selatan, Balikpapan",4,2,200 m²,178 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
RUMAH CANTIK LINGKUNGAN TENANG DAN LUAS,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",2,2,92 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
Rumah kondisi bagus dikawasan balikpapan baru. ,"Rp 1,55 Miliar","Balikpapan Baru, Balikpapan",2,1,72 m²,48 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
Rumah serba pink diperumahan grandcity. ,"Rp 1,55 Miliar","Balikpapan Utara, Balikpapan",4,3,240 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,,,,,,,,,,,,Dijual
BU RUMAH MINIMALIS MODERN DIJUAL CEPAT DI AREA WIKA,"Rp 1,1 Miliar","Batu Ampar, Balikpapan",3,2,117 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
DIJUAL RUMAH STRATEGIS PINGGIR JALAN RAYA,"Rp 6,5 Miliar","Balikpapan Tengah, Balikpapan",3,2,88 m²,105 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
"Rumah dekat Pasar,Sekolah,&Tempat Ibadah,tempat nya aman.",Rp 680 Juta,"Sepinggan, Balikpapan",4,3,200 m²,172 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,,,,,,,,,,,,Dijual
Rumah Jual Areal Gn.Sari akses truk dari Jalan Maryati dan Toko Utama,Rp 1 Miliar,"Balikpapan Tengah, Balikpapan",6,5,479 m²,306 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,2,,,,,,,,,,,,Dijual
Rumah siap Tempati,Rp 300 Juta,"Balikpapan Timur, Balikpapan",3,3,98 m²,88 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
"RUMAH PREMIUM GOLF VIEW RESIDENCE DI PUPUK TIMUR, BALIKPAPAN","Rp 2,26 Miliar","Balikpapan Selatan, Balikpapan",5,2,153 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,,,Tidak,,,Tidak,Bagus,Dijual
Rumah minimalis modern dekat bandara internasional Sepinggan ,"Rp 1,75 Miliar","Sepinggan, Balikpapan",3,2,120 m²,90 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1,1,Tidak,Tidak,Unfurnished,2,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
Rumah minimalis  tinggal masuk badan dikawasan  perumahan elite,"Rp 2,15 Miliar","Balikpapan Selatan, Balikpapan",3,2,112 m²,80 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
Rumah cantik & bersih plus toko di area perumahan millenial ,"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,2,152 m²,95 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
2 unit rumah cantik ditengah kota balikpapan ,Rp 750 Juta,"Balikpapan Utara, Balikpapan",2,1,102 m²,100 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
Rumah+gudang+kantor dipinggir jalan besar,"Rp 9,2 Miliar","Balikpapan Utara, Balikpapan",3,2,277 m²,180 m²,1,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,1,,Tidak,2 Mobil,,Tidak,Bagus,Dijual
RUMAH BESERTA KOST-KOSTAN,Rp 2 Miliar,"Balikpapan Selatan, Balikpapan",3,4,112 m²,144 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Ya,Ya,Unfurnished,2,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH DI BALIKPAPAN REGENCY,Rp 675 Juta,"Balikpapan Selatan, Balikpapan",2,2,112 m²,64 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,Dijual
RUMAH MEWAH BALIKPAPAN BARU DUA LANTAI,Rp 6 Miliar,"Balikpapan Selatan, Balikpapan",4,3,160 m²,145 m²,1,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
PERUMAHAN PESONA KHATULISTIWA,Rp 585 Juta,"Balikpapan Tengah, Balikpapan",9,4,516 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,1,Tidak,Tidak,Unfurnished,1,,Tidak,4 Mobil,PAM atau PDAM,Tidak,,Dijual
RUMAH DICITRA BUKIT INDAH CIPUTRA,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",,,120 m²,52 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
Dijual Rumah Lokasi Startegis Tengah Kota Posiis Hook di Pupuk,"Rp 1,8 Miliar","Balikpapan Selatan, Balikpapan",,,305 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,1,,Tidak,,PAM atau PDAM,Tidak,Bagus,Dijual
Dijual Cepat Rumah Pupuk ,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",,,112 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,1,,Tidak,,Sumur Bor,Ya,Baru,Dijual
RUMAH PINGGIR JALAN SOMBER,"Rp 1,7 Miliar","Balikpapan Utara, Balikpapan",3,3,133 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1,1,Tidak,Tidak,Unfurnished,2,Perkotaan,Tidak,2 Mobil,,Tidak,Baru,Dijual
Rumah Permata Hijau Nego,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",3,2,135 m²,145 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Semi Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
BALIKPAPAN RUMAH DENGAN HALAMAN LUAS SEPINGGAN (HM151),"Rp 2,5 Miliar","Balikpapan Selatan, Balikpapan",3,3,207 m²,160 m²,1,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,,,Ya,Ya,Furnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
RUMAH CANTIK DIBALIKPAPAN REGENCY,"Rp 1,95 Miliar","Balikpapan Selatan, Balikpapan",2,3,150 m²,450 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,,3,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
BALIKPAPAN RUMAH TAMAN SARI BUKIT MUTIARA (WIKA) HM132,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",2,1,45 m²,91 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Ya,Ya,Unfurnished,1,Pemukiman Warga,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,Dijual
"BALIKPAPAN RUMAH BESAR , MESS KARYAWAN DAN KANTOR",Rp 15 Miliar,"Sepinggan, Balikpapan",3,5,1320 m²,839 m²,1,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Ya,Ya,Semi Furnished,1,Perkotaan,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
Rumah Mewah Minimalis Free Biaya,"Rp 1,16 Miliar","Balikpapan Selatan, Balikpapan",12,11,406 m²,250 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
TURUN HARGA RUMAH SIAP HUNI LOKASI STRATEGHIS DI PERUMAHAN PUPUK KALTIM,"Rp 2,4 Miliar","Balikpapan Selatan, Balikpapan",2,1,90 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
FULL FURNISH MEWAH TERAWAT ADA KOLAM RENANG DI TENGAH KOTA BALIKPAPAN,Rp 9 Miliar,"Balikpapan Selatan, Balikpapan",,,,,,,,,,,,,,,,,,,,,
DIJUAL HOTEL DI PUSAT PERBELANJAAN PASAR INPRES KEBUN SAYUR,"Rp 7,5 Miliar","Balikpapan Barat, Balikpapan",4,4,360 m²,360 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,1,,,,,,,,,,,,Dijual
